id,file_name,vizwiz_url,text_detected,unrecognizable_orig,blur_orig,framing_orig,rotation_orig,obstruction_orig,too_dark_orig,too_bright_orig,other_orig,image_type,unrecognizable,blur,framing,rotation,obstruction,too dark,too bright,other,rounded_label,text_panel,product,brand,variety
995,VizWiz_train_00000995.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00000995.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,soup,juanitas,meatball
1004,VizWiz_train_00001004.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001004.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,meal,lite n' easy,traditional baked turkey
1033,VizWiz_train_00001033.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001033.jpg,True,0,1,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,mustard,french's,classic yellow
1045,VizWiz_train_00001045.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001045.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,water,poland spring,
1051,VizWiz_train_00001051.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001051.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,yogurt,dairyland,fat free
1067,VizWiz_train_00001067.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001067.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,(soda),dr. pepper,
1072,VizWiz_train_00001072.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001072.jpg,True,1,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,hand; body; lotion,bath & body works,winter candy apple
1099,VizWiz_train_00001099.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001099.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,(soda),coke,diet
1131,VizWiz_train_00001131.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001131.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,body gel,skin food,paprika
1138,VizWiz_train_00001138.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001138.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,creamer,community coffee,
1179,VizWiz_train_00001179.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001179.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,meal; dessert,healthy choice,beef strips; baby portabella mushroom sauce; whipped potatoes; carrots; green beans; caramel apple dessert
1196,VizWiz_train_00001196.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001196.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,creamer,coffee house,white chocolate; mocha
1245,VizWiz_train_00001245.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001245.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,(soda),bcola,
1246,VizWiz_train_00001246.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001246.jpg,True,0,1,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,True,ground beef,,90% lean; 10% fat
1267,VizWiz_train_00001267.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001267.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,beer,half pints,bulldog amber ale
1284,VizWiz_train_00001284.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001284.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,scalloped potatoes,clover valley,
1285,VizWiz_train_00001285.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001285.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,meal,lite n' easy,corned beef
1308,VizWiz_train_00001308.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001308.jpg,True,0,0,0,4,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,dressing,praise,french
1317,VizWiz_train_00001317.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001317.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,six cheese tortellini,live smart,"traditional; romano, ricotta, parmesan, asiago, fontina and swiss cheese"
1321,VizWiz_train_00001321.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001321.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,apple; juice,minute maid,
1329,VizWiz_train_00001329.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001329.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,True,heartland; ranch,wendy's,
1339,VizWiz_train_00001339.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001339.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,meal,michael angelo's,shrimp scampi
1353,VizWiz_train_00001353.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001353.jpg,True,0,1,1,4,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,beer,samuel adams,noble pils
1369,VizWiz_train_00001369.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001369.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,lotion,sarna,anti itch
1388,VizWiz_train_00001388.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001388.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,beer,blue moon,
1396,VizWiz_train_00001396.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001396.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,instant oatmeal,quaker,"high-fiber, maple; brown sugar"
1491,VizWiz_train_00001491.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001491.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,facial tissues,kroger,unscented
1502,VizWiz_train_00001502.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001502.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,chips,pringles,prawn
1504,VizWiz_train_00001504.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001504.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,tomato; paste,hunts,
1546,VizWiz_train_00001546.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001546.jpg,True,0,1,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,greek yogurt,chobani,apple; cinnamon
1548,VizWiz_train_00001548.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001548.jpg,True,1,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,beer,samuel adams,holiday porter
1667,VizWiz_train_00001667.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001667.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,meal,lite n' easy,meatloaf
1704,VizWiz_train_00001704.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001704.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,cranberry juice,ocean spray,
1749,VizWiz_train_00001749.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001749.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,supplement,kirkland,omega 3; fish oil; 1000 mg
1761,VizWiz_train_00001761.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001761.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,cranberry juice,ocean spray,original
1802,VizWiz_train_00001802.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001802.jpg,True,0,1,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,body; lotion,lush,karma kream
1825,VizWiz_train_00001825.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001825.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,bags,market basket,quart size
1860,VizWiz_train_00001860.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001860.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,chickpeas,kroger,
1889,VizWiz_train_00001889.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001889.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,spiced rum,captain morgan,original
1916,VizWiz_train_00001916.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001916.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,beer,samuel adams,black & brew
1987,VizWiz_train_00001987.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00001987.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,glass; cleaner,windex,original
2051,VizWiz_train_00002051.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002051.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,eye wash,walgreens,
2054,VizWiz_train_00002054.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002054.jpg,True,0,1,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,meal,lite n' easy,roast lamb
2080,VizWiz_train_00002080.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002080.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,water,ice mountain,
2123,VizWiz_train_00002123.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002123.jpg,True,0,1,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,(soda),pepsi,
2134,VizWiz_train_00002134.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002134.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,usb; power adapter,apple,
2135,VizWiz_train_00002135.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002135.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,vegemite,kraft,
2153,VizWiz_train_00002153.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002153.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,seasoning,mccormick,garlic powder
2181,VizWiz_train_00002181.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002181.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,lotion,bath & body works,velvet sugar
2221,VizWiz_train_00002221.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002221.jpg,True,0,1,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,honey,food club,
2232,VizWiz_train_00002232.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002232.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,meal,banquet,cheesy smothered; charbroiled patty; meal
2296,VizWiz_train_00002296.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002296.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,jalape̱os,great value,sliced
2372,VizWiz_train_00002372.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002372.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,gravy,campbell's,beef
2403,VizWiz_train_00002403.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002403.jpg,True,0,1,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,(soda),sprite,
2437,VizWiz_train_00002437.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002437.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,pineapple; slices,del monte,
2469,VizWiz_train_00002469.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002469.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,meal,salisbury's,tomato & mozzarella tortelloni
2481,VizWiz_train_00002481.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002481.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,malt liquor,olde english,
2560,VizWiz_train_00002560.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002560.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,wine,montana,pinot gris
2596,VizWiz_train_00002596.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002596.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,soda,coca-cola,
2641,VizWiz_train_00002641.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002641.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,garbanzo beans,eden organic,no salt added
2642,VizWiz_train_00002642.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002642.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,nasal spray,kroger,sinus
2664,VizWiz_train_00002664.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002664.jpg,True,0,1,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,meat,sainsbury's,bone in; lamb leg steaks
2672,VizWiz_train_00002672.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002672.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,drinking; chocolate,cadbury,
2693,VizWiz_train_00002693.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002693.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,non aspirin; acetaminophen,kirkland,extra strength; 500 mg
2813,VizWiz_train_00002813.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002813.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,True,coffee,1000 faces,
2851,VizWiz_train_00002851.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002851.jpg,True,0,0,1,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,half & half,neilson,
2857,VizWiz_train_00002857.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002857.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,curry; yellow paste,roland,
2921,VizWiz_train_00002921.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002921.jpg,True,0,1,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,(soda),sprite,zero
2927,VizWiz_train_00002927.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002927.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,False,False,coffee pod; (k-cup); (keurig),timothy's,mocha java
2930,VizWiz_train_00002930.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00002930.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,sparkling; water,trader joe's,lemon; mineral water
3026,VizWiz_train_00003026.jpg,https://vizwiz.cs.colorado.edu/VizWiz_visualization_img/VizWiz_train_00003026.jpg,True,0,0,0,0,0,0,0,0,high-quality,False,False,False,False,False,False,False,False,True,False,(soda),coca-cola,
